ATK Tahtitieteessa kurssin harjoitustyo:
Kirkkaimpien tahtien koordinaatit ja naennainen magnitudi
      RA (deg)     DEC (deg)     VMAG 
    336.677094     78.785835     5.830
    337.622070     43.123333     4.510
    337.826660     -2.911111     6.160
    337.826660     -6.555000     6.140
    338.250427    -61.982224     4.810
    337.922089    -10.905555     6.380
    337.892487     29.542778     6.350
    337.822906     50.282501     3.770
    338.147919     20.230001     6.420
    338.195404     15.863334     6.320
    338.109985     39.779720     5.880
    338.078339     54.037498     6.350
    338.512085     -1.574167     5.890
    337.470428     78.824165     5.500
    338.673340    -20.708334     5.200
    338.970428    -57.883614     6.230
    338.419159     56.625000     5.710
    338.262085     69.913612     6.600
    338.902069    -23.991112     5.970
    338.839172     -0.117500     4.020
    338.320831     70.373894     6.340
    338.067505     76.226387     5.680
    339.122070    -40.582775     6.280
    339.147491    -31.663889     5.820
    339.244995    -40.591110     5.860
    338.967926     39.634167     5.730
    339.032928     35.577221     6.100
    339.151672     11.696944     6.400
    338.972504     50.071110     6.290
    338.965820     56.070000     6.380
    339.269592     12.577222     6.300
    339.202911     35.652500     6.300
    339.439178     -4.228055     5.030
    339.785004    -52.692223     6.650
    339.592499     -7.897778     6.230
    339.343323     51.545277     4.630
    339.686249    -28.747778     6.470
    338.942078     73.643051     5.080
    339.714569    -33.081387     5.660
    339.572906     45.183056     6.400
    339.719177     19.522223     5.820
    339.933319    -28.325279     6.310
    340.203735    -57.422222     5.970
    339.657928     56.795834     5.210
    339.815430     39.050278     4.880
    340.092926    -30.658888     5.870
    339.945831     19.681110     6.210
    339.304169     75.371666     5.790
    339.892914     37.592777     6.030
    339.662506     63.584442     5.190
    340.164154    -27.043612     4.170
    340.200012     -3.554167     6.310
    341.513763    -81.381668     4.150
    340.219574     14.549445     5.710
    340.128754     44.276390     4.460
    340.076660     53.846111     5.930
    340.365417     10.831388     3.400
    340.653748    -47.210556     5.980
    340.667084    -46.884724     2.100
    340.592072    -29.360834     6.170
    340.380829     30.965834     6.340
    340.679596    -44.247780     6.070
    340.369171     40.225555     5.250
    340.439178     29.307499     4.790
    340.489166     14.516389     5.900
    340.400421     41.549442     5.940
    340.875000    -41.414448     4.850
    340.764587     -8.311666     6.450
    341.068756    -60.499443     6.300
    340.809570     -6.962778     6.410
    340.586670     53.908890     6.120
    340.897095    -18.830278     4.690
    340.750427     30.221390     2.940
    340.731262     37.802776     6.430
    340.768738     47.168613     6.390
    340.927917     10.939167     6.510
    341.021667     39.465557     5.950
    341.407928    -53.500278     4.850
    341.022919     41.819164     5.080
    341.419586    -46.547501     5.510
    341.533325    -48.978889     6.620
    341.617920    -49.685833     6.480
    341.367493     19.366667     6.250
    341.204987     52.517223     6.550
    341.682098    -46.939445     6.560
    342.595428    -80.124168     5.350
    342.420410    -77.050560     6.730
    341.673340     12.172778     4.190
    341.542511     44.546112     5.760
    341.632904     23.565556     3.950
    341.829590    -34.161114     6.280
    342.089172    -61.684166     6.370
    341.887909    -19.613335     5.260
    341.946259    -38.221947     6.710
    342.322510    -70.347778     6.340
    341.928345    -14.056389     5.660
    341.984161    -25.911943     6.300
    342.138763    -51.316944     3.490
    342.125824    -10.555555     6.190
    341.846680     58.482777     6.360
    342.045410     37.416668     5.900
    342.397919    -13.592500     4.010
    342.496246    -32.805279     6.330
    342.384583     10.478889     6.540
    342.199158     54.415001     6.120
    342.184174     62.938335     6.060
    342.500824     24.601667     3.480
    342.759155    -39.156944     5.420
    342.937073    -59.881386     6.460
    342.252930     68.570274     6.190
    342.442505     55.902779     5.430
    343.041260    -63.188614     6.120
    342.590820     41.953613     5.920
    342.662903     19.140833     6.400
    342.542511     50.676945     6.210
    342.837097    -29.536110     5.970
    342.420013     66.200554     3.520
    343.131653    -32.875553     4.460
    342.845001     61.696945     5.600
    343.100403      9.835555     5.160
    343.153748     -7.579722     3.740
    343.008331     43.312500     4.940
    343.407928    -48.598053     6.040
    343.664154    -70.073608     6.050
    341.870819     83.153893     4.740
    343.259583     16.841112     5.640
    343.369598    -11.616667     5.800
    343.217926     50.411945     6.460
    343.297089     40.167225     6.340
    343.265839     60.101109     6.010
    343.417084     44.749168     5.810
    343.662506    -15.820833     3.270
    343.642090     -7.204722     6.190
    343.689575    -16.271944     5.560
    343.529175     40.376942     5.810
    343.812073    -36.388615     6.400
    343.648743     16.941666     6.120
    343.747925      1.064722     6.110
    343.795837     -4.987778     5.720
    343.807098      8.815833     4.900
    343.760834     37.076942     5.910
    343.964172    -31.633055     6.100
    343.987091    -32.539722     4.210
    344.100006    -31.565556     6.480
    344.199158    -47.969166     5.700
    343.935425     36.351665     5.740
    344.214569     11.848333     6.510
    344.098328     41.603886     5.590
    344.108337     49.733612     4.950
    344.321655     -4.810000     6.310
    344.412903    -29.622223     1.160
    344.366241     20.768888     5.490
    344.386658      3.810278     6.280
    344.268738     48.684166     5.430
    344.645844    -35.523056     6.130
    344.419586     39.308887     6.180
    344.564575     -2.395278     6.160
    344.598755     -1.410278     6.370
    342.759155     85.373611     5.900
    344.646240      9.356945     6.430
    344.677490      7.339722     6.330
    344.799164     11.728889     5.750
    344.899170    -29.462223     5.510
    344.898743    -13.070833     6.070
    344.864166      0.962778     5.430
    345.024170    -25.164165     5.650
    344.792908     52.654446     6.290
    344.787506     59.814720     6.430
    345.102509    -25.626667     6.290
    345.220001    -52.754166     4.120
    343.603333     84.346115     4.710
    345.281250    -50.950001     5.680
    345.157928      0.185833     6.210
    345.178741      3.011667     5.830
    345.021240     56.945278     5.000
    345.177094     31.083055     6.600
    345.330841    -28.853611     5.550
    345.143341     45.375000     6.500
    345.345825    -22.790833     6.280
    345.348328     -7.061111     6.210
    345.227905     38.708057     6.540
    345.382080     -4.711389     5.940
    345.641663    -36.420834     6.470
    345.377930     57.105553     6.200
    345.480408     42.326111     3.620
    345.635834     -6.574167     6.150
    345.684570    -20.870556     5.970
    345.637909     31.780556     6.570
    345.651245     42.757778     5.100
    345.874176    -34.749443     5.110
    345.688324     44.058887     6.390
    346.217499    -68.820274     5.520
    345.682495     55.236389     6.500
    345.997925    -41.478333     5.790
    345.988739     -4.795278     6.680
    345.969177      3.820000     4.530
    346.165009    -53.965000     5.370
    345.943756     28.082779     2.420
    346.004181      6.616667     6.410
    345.848755     60.445278     6.740
    345.839996     58.564720     6.430
    345.887085     67.209160     5.240
    346.045837     50.052223     4.650
    346.190430     15.205277     2.490
    346.290833     -7.693611     5.430
    346.303345    -17.079168     6.140
    346.276245     16.563055     6.440
    346.323334      1.306944     6.390
    347.098755    -79.480835     6.120
    346.720001    -43.520554     4.280
    346.575836     18.517500     6.130
    346.670410    -23.743055     4.470
    346.723328    -38.892223     5.610
    346.789581    -49.606667     6.330
    346.632904     19.910833     6.300
    346.811249    -50.686390     5.830
    347.148743    -73.586388     6.150
    346.751251      9.409444     4.520
    346.778320     25.468334     4.760
    346.653748     59.419724     4.850
    346.865417     32.825832     6.020
    346.869598     21.134167     5.990
    346.825409     46.068054     6.660
    346.792084     52.816387     6.110
    347.087494    -28.823334     5.600
    346.793335     59.727501     6.400
    346.913757     46.387222     5.330
    346.939178     49.295834     5.700
    347.051239     44.561665     6.560
    347.170410      2.127778     5.400
    346.948761     63.633335     6.260
    347.548737    -66.857498     6.470
    348.049988    -80.912781     6.410
    346.988342     64.222504     6.210
    347.361664    -21.172499     3.660
    347.435822    -28.088612     5.870
    347.488739    -42.860554     5.810
    347.381256      8.677222     5.120
    347.456665    -14.510555     6.420
    347.478333    -22.457500     4.690
    347.540833    -40.591667     5.830
    346.974579     75.387497     4.410
    347.589996    -45.246666     3.900
    347.506256      9.821944     5.390
    347.433746     59.333054     5.700
    347.694153    -29.525000     6.510
    347.677490     17.594444     5.710
    347.613342     43.544167     5.940
    347.934174      8.719999     5.160
    347.954987     26.847223     6.170
    348.312500    -49.618889     6.800
